"","GEOID","location","name","estimate","moe","label","concept","geography"
"2203","295101076002","Block Group 2; Census Tract 1076; St. Louis city; Missouri","B08301_019",0,12,"Estimate!!Total:!!Walked","MEANS OF TRANSPORTATION TO WORK","block group"
"2204","295101076002","Block Group 2; Census Tract 1076; St. Louis city; Missouri","B08301_020",0,12,"Estimate!!Total:!!Other means","MEANS OF TRANSPORTATION TO WORK","block group"
"2205","295101076002","Block Group 2; Census Tract 1076; St. Louis city; Missouri","B08301_021",18,21,"Estimate!!Total:!!Worked from home","MEANS OF TRANSPORTATION TO WORK","block group"
"2206","295101076003","Block Group 3; Census Tract 1076; St. Louis city; Missouri","B08301_001",385,246,"Estimate!!Total:","MEANS OF TRANSPORTATION TO WORK","block group"
"2207","295101076003","Block Group 3; Census Tract 1076; St. Louis city; Missouri","B08301_002",115,68,"Estimate!!Total:!!Car, truck, or van:","MEANS OF TRANSPORTATION TO WORK","block group"
"2208","295101076003","Block Group 3; Census Tract 1076; St. Louis city; Missouri","B08301_003",115,68,"Estimate!!Total:!!Car, truck, or van:!!Drove alone","MEANS OF TRANSPORTATION TO WORK","block group"
"2209","295101076003","Block Group 3; Census Tract 1076; St. Louis city; Missouri","B08301_004",0,12,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:","MEANS OF TRANSPORTATION TO WORK","block group"
"2210","295101076003","Block Group 3; Census Tract 1076; St. Louis city; Missouri","B08301_005",0,12,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 2-person carpool","MEANS OF TRANSPORTATION TO WORK","block group"
"2211","295101076003","Block Group 3; Census Tract 1076; St. Louis city; Missouri","B08301_006",0,12,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 3-person carpool","MEANS OF TRANSPORTATION TO WORK","block group"
"2212","295101076003","Block Group 3; Census Tract 1076; St. Louis city; Missouri","B08301_007",0,12,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 4-person carpool","MEANS OF TRANSPORTATION TO WORK","block group"
"2213","295101076003","Block Group 3; Census Tract 1076; St. Louis city; Missouri","B08301_008",0,12,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 5- or 6-person carpool","MEANS OF TRANSPORTATION TO WORK","block group"
"2214","295101076003","Block Group 3; Census Tract 1076; St. Louis city; Missouri","B08301_009",0,12,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 7-or-more-person carpool","MEANS OF TRANSPORTATION TO WORK","block group"
"2215","295101076003","Block Group 3; Census Tract 1076; St. Louis city; Missouri","B08301_010",66,63,"Estimate!!Total:!!Public transportation (excluding taxicab):","MEANS OF TRANSPORTATION TO WORK","block group"
"2216","295101076003","Block Group 3; Census Tract 1076; St. Louis city; Missouri","B08301_011",66,63,"Estimate!!Total:!!Public transportation (excluding taxicab):!!Bus","MEANS OF TRANSPORTATION TO WORK","block group"
"2217","295101076003","Block Group 3; Census Tract 1076; St. Louis city; Missouri","B08301_012",0,12,"Estimate!!Total:!!Public transportation (excluding taxicab):!!Subway or elevated rail","MEANS OF TRANSPORTATION TO WORK","block group"
"2218","295101076003","Block Group 3; Census Tract 1076; St. Louis city; Missouri","B08301_013",0,12,"Estimate!!Total:!!Public transportation (excluding taxicab):!!Long-distance train or commuter rail","MEANS OF TRANSPORTATION TO WORK","block group"
"2219","295101076003","Block Group 3; Census Tract 1076; St. Louis city; Missouri","B08301_014",0,12,"Estimate!!Total:!!Public transportation (excluding taxicab):!!Light rail, streetcar or trolley (carro público in Puerto Rico)","MEANS OF TRANSPORTATION TO WORK","block group"
"2220","295101076003","Block Group 3; Census Tract 1076; St. Louis city; Missouri","B08301_015",0,12,"Estimate!!Total:!!Public transportation (excluding taxicab):!!Ferryboat","MEANS OF TRANSPORTATION TO WORK","block group"
"2221","295101076003","Block Group 3; Census Tract 1076; St. Louis city; Missouri","B08301_016",0,12,"Estimate!!Total:!!Taxicab","MEANS OF TRANSPORTATION TO WORK","block group"
"2222","295101076003","Block Group 3; Census Tract 1076; St. Louis city; Missouri","B08301_017",0,12,"Estimate!!Total:!!Motorcycle","MEANS OF TRANSPORTATION TO WORK","block group"
"2223","295101076003","Block Group 3; Census Tract 1076; St. Louis city; Missouri","B08301_018",0,12,"Estimate!!Total:!!Bicycle","MEANS OF TRANSPORTATION TO WORK","block group"
"2224","295101076003","Block Group 3; Census Tract 1076; St. Louis city; Missouri","B08301_019",0,12,"Estimate!!Total:!!Walked","MEANS OF TRANSPORTATION TO WORK","block group"
"2225","295101076003","Block Group 3; Census Tract 1076; St. Louis city; Missouri","B08301_020",0,12,"Estimate!!Total:!!Other means","MEANS OF TRANSPORTATION TO WORK","block group"
"2226","295101076003","Block Group 3; Census Tract 1076; St. Louis city; Missouri","B08301_021",204,233,"Estimate!!Total:!!Worked from home","MEANS OF TRANSPORTATION TO WORK","block group"
"2227","295101081001","Block Group 1; Census Tract 1081; St. Louis city; Missouri","B08301_001",590,366,"Estimate!!Total:","MEANS OF TRANSPORTATION TO WORK","block group"
"2228","295101081001","Block Group 1; Census Tract 1081; St. Louis city; Missouri","B08301_002",436,212,"Estimate!!Total:!!Car, truck, or van:","MEANS OF TRANSPORTATION TO WORK","block group"
"2229","295101081001","Block Group 1; Census Tract 1081; St. Louis city; Missouri","B08301_003",436,212,"Estimate!!Total:!!Car, truck, or van:!!Drove alone","MEANS OF TRANSPORTATION TO WORK","block group"
"2230","295101081001","Block Group 1; Census Tract 1081; St. Louis city; Missouri","B08301_004",0,12,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:","MEANS OF TRANSPORTATION TO WORK","block group"
"2231","295101081001","Block Group 1; Census Tract 1081; St. Louis city; Missouri","B08301_005",0,12,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 2-person carpool","MEANS OF TRANSPORTATION TO WORK","block group"
"2232","295101081001","Block Group 1; Census Tract 1081; St. Louis city; Missouri","B08301_006",0,12,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 3-person carpool","MEANS OF TRANSPORTATION TO WORK","block group"
"2233","295101081001","Block Group 1; Census Tract 1081; St. Louis city; Missouri","B08301_007",0,12,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 4-person carpool","MEANS OF TRANSPORTATION TO WORK","block group"
"2234","295101081001","Block Group 1; Census Tract 1081; St. Louis city; Missouri","B08301_008",0,12,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 5- or 6-person carpool","MEANS OF TRANSPORTATION TO WORK","block group"
"2235","295101081001","Block Group 1; Census Tract 1081; St. Louis city; Missouri","B08301_009",0,12,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 7-or-more-person carpool","MEANS OF TRANSPORTATION TO WORK","block group"
"2236","295101081001","Block Group 1; Census Tract 1081; St. Louis city; Missouri","B08301_010",141,166,"Estimate!!Total:!!Public transportation (excluding taxicab):","MEANS OF TRANSPORTATION TO WORK","block group"
"2237","295101081001","Block Group 1; Census Tract 1081; St. Louis city; Missouri","B08301_011",132,162,"Estimate!!Total:!!Public transportation (excluding taxicab):!!Bus","MEANS OF TRANSPORTATION TO WORK","block group"
"2238","295101081001","Block Group 1; Census Tract 1081; St. Louis city; Missouri","B08301_012",9,15,"Estimate!!Total:!!Public transportation (excluding taxicab):!!Subway or elevated rail","MEANS OF TRANSPORTATION TO WORK","block group"
"2239","295101081001","Block Group 1; Census Tract 1081; St. Louis city; Missouri","B08301_013",0,12,"Estimate!!Total:!!Public transportation (excluding taxicab):!!Long-distance train or commuter rail","MEANS OF TRANSPORTATION TO WORK","block group"
"2240","295101081001","Block Group 1; Census Tract 1081; St. Louis city; Missouri","B08301_014",0,12,"Estimate!!Total:!!Public transportation (excluding taxicab):!!Light rail, streetcar or trolley (carro público in Puerto Rico)","MEANS OF TRANSPORTATION TO WORK","block group"
"2241","295101081001","Block Group 1; Census Tract 1081; St. Louis city; Missouri","B08301_015",0,12,"Estimate!!Total:!!Public transportation (excluding taxicab):!!Ferryboat","MEANS OF TRANSPORTATION TO WORK","block group"
"2242","295101081001","Block Group 1; Census Tract 1081; St. Louis city; Missouri","B08301_016",0,12,"Estimate!!Total:!!Taxicab","MEANS OF TRANSPORTATION TO WORK","block group"
"2243","295101081001","Block Group 1; Census Tract 1081; St. Louis city; Missouri","B08301_017",0,12,"Estimate!!Total:!!Motorcycle","MEANS OF TRANSPORTATION TO WORK","block group"
"2244","295101081001","Block Group 1; Census Tract 1081; St. Louis city; Missouri","B08301_018",0,12,"Estimate!!Total:!!Bicycle","MEANS OF TRANSPORTATION TO WORK","block group"
"2245","295101081001","Block Group 1; Census Tract 1081; St. Louis city; Missouri","B08301_019",0,12,"Estimate!!Total:!!Walked","MEANS OF TRANSPORTATION TO WORK","block group"
"2246","295101081001","Block Group 1; Census Tract 1081; St. Louis city; Missouri","B08301_020",0,12,"Estimate!!Total:!!Other means","MEANS OF TRANSPORTATION TO WORK","block group"
"2247","295101081001","Block Group 1; Census Tract 1081; St. Louis city; Missouri","B08301_021",13,21,"Estimate!!Total:!!Worked from home","MEANS OF TRANSPORTATION TO WORK","block group"
"2248","295101081002","Block Group 2; Census Tract 1081; St. Louis city; Missouri","B08301_001",571,270,"Estimate!!Total:","MEANS OF TRANSPORTATION TO WORK","block group"
"2249","295101081002","Block Group 2; Census Tract 1081; St. Louis city; Missouri","B08301_002",415,228,"Estimate!!Total:!!Car, truck, or van:","MEANS OF TRANSPORTATION TO WORK","block group"
"2250","295101081002","Block Group 2; Census Tract 1081; St. Louis city; Missouri","B08301_003",403,233,"Estimate!!Total:!!Car, truck, or van:!!Drove alone","MEANS OF TRANSPORTATION TO WORK","block group"
"2251","295101081002","Block Group 2; Census Tract 1081; St. Louis city; Missouri","B08301_004",12,21,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:","MEANS OF TRANSPORTATION TO WORK","block group"
"2252","295101081002","Block Group 2; Census Tract 1081; St. Louis city; Missouri","B08301_005",1,3,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 2-person carpool","MEANS OF TRANSPORTATION TO WORK","block group"
"2253","295101081002","Block Group 2; Census Tract 1081; St. Louis city; Missouri","B08301_006",0,12,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 3-person carpool","MEANS OF TRANSPORTATION TO WORK","block group"
"2254","295101081002","Block Group 2; Census Tract 1081; St. Louis city; Missouri","B08301_007",0,12,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 4-person carpool","MEANS OF TRANSPORTATION TO WORK","block group"
"2255","295101081002","Block Group 2; Census Tract 1081; St. Louis city; Missouri","B08301_008",0,12,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 5- or 6-person carpool","MEANS OF TRANSPORTATION TO WORK","block group"
"2256","295101081002","Block Group 2; Census Tract 1081; St. Louis city; Missouri","B08301_009",11,20,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 7-or-more-person carpool","MEANS OF TRANSPORTATION TO WORK","block group"
"2257","295101081002","Block Group 2; Census Tract 1081; St. Louis city; Missouri","B08301_010",117,125,"Estimate!!Total:!!Public transportation (excluding taxicab):","MEANS OF TRANSPORTATION TO WORK","block group"
"2258","295101081002","Block Group 2; Census Tract 1081; St. Louis city; Missouri","B08301_011",117,125,"Estimate!!Total:!!Public transportation (excluding taxicab):!!Bus","MEANS OF TRANSPORTATION TO WORK","block group"
"2259","295101081002","Block Group 2; Census Tract 1081; St. Louis city; Missouri","B08301_012",0,12,"Estimate!!Total:!!Public transportation (excluding taxicab):!!Subway or elevated rail","MEANS OF TRANSPORTATION TO WORK","block group"
"2260","295101081002","Block Group 2; Census Tract 1081; St. Louis city; Missouri","B08301_013",0,12,"Estimate!!Total:!!Public transportation (excluding taxicab):!!Long-distance train or commuter rail","MEANS OF TRANSPORTATION TO WORK","block group"
"2261","295101081002","Block Group 2; Census Tract 1081; St. Louis city; Missouri","B08301_014",0,12,"Estimate!!Total:!!Public transportation (excluding taxicab):!!Light rail, streetcar or trolley (carro público in Puerto Rico)","MEANS OF TRANSPORTATION TO WORK","block group"
"2262","295101081002","Block Group 2; Census Tract 1081; St. Louis city; Missouri","B08301_015",0,12,"Estimate!!Total:!!Public transportation (excluding taxicab):!!Ferryboat","MEANS OF TRANSPORTATION TO WORK","block group"
"2263","295101081002","Block Group 2; Census Tract 1081; St. Louis city; Missouri","B08301_016",0,12,"Estimate!!Total:!!Taxicab","MEANS OF TRANSPORTATION TO WORK","block group"
"2264","295101081002","Block Group 2; Census Tract 1081; St. Louis city; Missouri","B08301_017",0,12,"Estimate!!Total:!!Motorcycle","MEANS OF TRANSPORTATION TO WORK","block group"
"2265","295101081002","Block Group 2; Census Tract 1081; St. Louis city; Missouri","B08301_018",0,12,"Estimate!!Total:!!Bicycle","MEANS OF TRANSPORTATION TO WORK","block group"
"2266","295101081002","Block Group 2; Census Tract 1081; St. Louis city; Missouri","B08301_019",1,3,"Estimate!!Total:!!Walked","MEANS OF TRANSPORTATION TO WORK","block group"
"2267","295101081002","Block Group 2; Census Tract 1081; St. Louis city; Missouri","B08301_020",1,3,"Estimate!!Total:!!Other means","MEANS OF TRANSPORTATION TO WORK","block group"
"2268","295101081002","Block Group 2; Census Tract 1081; St. Louis city; Missouri","B08301_021",37,62,"Estimate!!Total:!!Worked from home","MEANS OF TRANSPORTATION TO WORK","block group"
"2269","295101081003","Block Group 3; Census Tract 1081; St. Louis city; Missouri","B08301_001",107,108,"Estimate!!Total:","MEANS OF TRANSPORTATION TO WORK","block group"
"2270","295101081003","Block Group 3; Census Tract 1081; St. Louis city; Missouri","B08301_002",107,108,"Estimate!!Total:!!Car, truck, or van:","MEANS OF TRANSPORTATION TO WORK","block group"
"2271","295101081003","Block Group 3; Census Tract 1081; St. Louis city; Missouri","B08301_003",107,108,"Estimate!!Total:!!Car, truck, or van:!!Drove alone","MEANS OF TRANSPORTATION TO WORK","block group"
"2272","295101081003","Block Group 3; Census Tract 1081; St. Louis city; Missouri","B08301_004",0,12,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:","MEANS OF TRANSPORTATION TO WORK","block group"
"2273","295101081003","Block Group 3; Census Tract 1081; St. Louis city; Missouri","B08301_005",0,12,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 2-person carpool","MEANS OF TRANSPORTATION TO WORK","block group"
"2274","295101081003","Block Group 3; Census Tract 1081; St. Louis city; Missouri","B08301_006",0,12,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 3-person carpool","MEANS OF TRANSPORTATION TO WORK","block group"
"2275","295101081003","Block Group 3; Census Tract 1081; St. Louis city; Missouri","B08301_007",0,12,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 4-person carpool","MEANS OF TRANSPORTATION TO WORK","block group"
"2276","295101081003","Block Group 3; Census Tract 1081; St. Louis city; Missouri","B08301_008",0,12,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 5- or 6-person carpool","MEANS OF TRANSPORTATION TO WORK","block group"
"2277","295101081003","Block Group 3; Census Tract 1081; St. Louis city; Missouri","B08301_009",0,12,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 7-or-more-person carpool","MEANS OF TRANSPORTATION TO WORK","block group"
"2278","295101081003","Block Group 3; Census Tract 1081; St. Louis city; Missouri","B08301_010",0,12,"Estimate!!Total:!!Public transportation (excluding taxicab):","MEANS OF TRANSPORTATION TO WORK","block group"
"2279","295101081003","Block Group 3; Census Tract 1081; St. Louis city; Missouri","B08301_011",0,12,"Estimate!!Total:!!Public transportation (excluding taxicab):!!Bus","MEANS OF TRANSPORTATION TO WORK","block group"
"2280","295101081003","Block Group 3; Census Tract 1081; St. Louis city; Missouri","B08301_012",0,12,"Estimate!!Total:!!Public transportation (excluding taxicab):!!Subway or elevated rail","MEANS OF TRANSPORTATION TO WORK","block group"
"2281","295101081003","Block Group 3; Census Tract 1081; St. Louis city; Missouri","B08301_013",0,12,"Estimate!!Total:!!Public transportation (excluding taxicab):!!Long-distance train or commuter rail","MEANS OF TRANSPORTATION TO WORK","block group"
